species,status
Melaleuca scabra,"EcM,AM"
Melaleuca scabra,"EcM,AM"
Mirbelia dilatata,AM
Mirbelia dilatata,"EcM,AM"
Mirbelia dilatata,"EcM,AM"
Mirbelia dilatata,"EcM,AM"
Nuytsia floribunda,non-mycorrhizal (checked for all types)
Nuytsia floribunda,non-mycorrhizal (checked for all types)
Nuytsia floribunda,non-mycorrhizal (checked for all types)
Olearia paucidentata,AM
Opercularia echinocephala,AM
Opercularia echinocephala,AM
Oxylobium capitatum,AM
Oxylobium capitatum,"EcM,AM"
Oxylobium capitatum,"EcM,AM"
Callistachys lanceolata,"EcM,AM"
Callistachys lanceolata,AM
Patersonia occidentalis,AM
Patersonia occidentalis,AM
Patersonia occidentalis,AM
Pericalymma ellipticum,AM
Pericalymma ellipticum,"EcM,AM"
Phyllanthus calycinus,AM
Phyllanthus calycinus,AM
Phyllanthus calycinus,AM
Pimelea imbricata,AM
Romulea rosea,AM
Romulea rosea,AM
Scaevola calliptera,AM
Scaevola crassifolia,AM
Scaevola crassifolia,AM
Scaevola crassifolia,AM
Billardiera heterophylla,AM
Billardiera heterophylla,AM
Stirlingia latifolia,non-mycorrhizal (checked for all types)
Stirlingia latifolia,non-mycorrhizal (checked for all types)
Stylidium brunonianum,AM
Stylidium brunonianum,AM
Stylidium brunonianum,AM
Stylidium junceum,AM
Stylidium junceum,AM
Stylidium junceum,AM
Stylidium junceum,AM
Stylidium piliferum,AM
Stylidium piliferum,AM
Stylidium piliferum,AM
Stylidium piliferum,AM
Synaphea petiolaris,non-mycorrhizal (checked for all types)
Ehrharta laevis,AM
Ehrharta laevis,AM
Ehrharta laevis,AM
Ehrharta laevis,AM
Tetratheca hirsuta,AM
Tetratheca hirsuta,AM
Tetratheca hirsuta,AM
Tetratheca hirsuta,AM
Thelymitra crinita,non-mycorrhizal (checked for all types)
Thomasia glutinosa,AM
Thomasia glutinosa,AM
Thomasia glutinosa,AM
Thysanotus dichotomus,non-AM
Thysanotus dichotomus,non-mycorrhizal (checked for all types)
Thysanotus multiflorus,non-mycorrhizal (checked for all types)
Thysanotus multiflorus,non-mycorrhizal (checked for all types)
Thysanotus multiflorus,non-mycorrhizal (checked for all types)
Trachymene pilosa,AM
Trachymene pilosa,AM
Trachymene pilosa,AM
Tripterococcus brunonis,AM
Trymalium floribundum,AM
Trymalium floribundum,"EcM,AM"
Trymalium floribundum,"EcM,AM"
Verticordia plumosa,AM
Verticordia plumosa,AM
Viminaria juncea,AM
Viminaria juncea,AM
Viminaria juncea,AM
Waitzia suaveolens,AM
Xanthorrhoea gracilis,AM
Xanthorrhoea gracilis,AM
Xanthorrhoea gracilis,AM
Xanthorrhoea preissii,AM
Xanthorrhoea preissii,AM
Xanthorrhoea preissii,AM
Xanthosia candida,AM
Xanthosia candida,AM
Xanthosia candida,AM
Xylomelum occidentale,non-mycorrhizal (checked for all types)
Xylomelum occidentale,non-mycorrhizal (checked for all types)
Acer saccharum,AM
Acer saccharum,AM
Actaea pachypoda,AM
Actaea rubra,AM
Adiantum pedatum,AM
Allium tricoccum,AM
Aquilegia canadensis,AM
Aralia nudicaulis,AM
Arisaema triphyllum,AM
Asarum canadense,AM
Carex,non-mycorrhizal (checked for all types)
Caulophyllum thalictroides,AM
Chelidonium majus,non-mycorrhizal (checked for all types)
Circaea lutetiana subquadrisulcata,AM
Claytonia virginica,non-mycorrhizal (checked for all types)
Cornus alternifolia,AM
Cryptotaenia canadensis,AM
Cynoglossum officinale,AM
Cardamine concatenata,non-mycorrhizal (checked for all types)
Dicentra canadensis,non-mycorrhizal (checked for all types)
Dicentra cucullaria,non-mycorrhizal (checked for all types)
Dryopteris intermedia,AM
Epipactis helleborine,OM
Erythronium americanum,AM
Fagus grandifolia,EcM
Fraxinus americana,AM
Carex plantaginea,non-mycorrhizal (checked for all types)
Geranium robertianum,AM
Geum canadense,AM
Anemone hepatica var. acuta,AM
Hydrophyllum virginianum,non-mycorrhizal (checked for all types)
Impatiens capensis,AM
Juglans nigra,AM
Laportea canadensis,AM
Maianthemum canadense,AM
Galearis spectabilis,OM
Oxalis stricta,AM
Parthenocissus inserta,AM
Phlox divaricata,AM
Pilea pumila,AM
Pinus strobus,EcM
Podophyllum peltatum,AM
Polygonatum pubescens,AM
Prunus serotina,AM
Ranunculus abortivus,AM
Ribes cynosbati,AM
Rubus idaeus,AM
Rubus occidentalis,AM
Sanguinaria canadensis,AM
Maianthemum racemosum,AM
Thalictrum dioicum,AM
Tiarella cordifolia,AM
Tilia americana,EcM
Trillium erectum,AM
Trillium grandiflorum,AM
Ulmus americana,AM
Viola canadensis,AM
Viola pubescens,AM
Viola sororia,AM
Arisaema triphyllum,AM
Asarum canadense,AM
Erythronium americanum,AM
Maianthemum racemosum,AM
Trillium grandiflorum,AM
Abies balsamea,EcM
Acer rubrum,AM
Acer saccharinum,AM
Acer saccharum,AM
Betula alleghaniensis,EcM
Betula papyrifera,EcM
Carpinus caroliniana,EcM
Carya ovata,EcM
Fagus grandifolia,EcM
Fraxinus americana,AM
Fraxinus nigra,AM
Fraxinus pennsylvanica,AM
Juglans nigra,AM
Larix laricina,EcM
Ostrya virginiana,EcM
Picea glauca,EcM
Picea mariana,EcM
Pinus banksiana,EcM
Pinus resinosa,EcM
Pinus strobus,EcM
Populus balsamifera,EcM
Populus tremuloides,EcM
Prunus serotina,AM
Quercus alba,EcM
Quercus rubra,EcM
Quercus velutina,EcM
Salix nigra,EcM
Thuja occidentalis,AM
Tilia americana,EcM
Tsuga canadensis,EcM
Ulmus americana,AM
Abutilon,AM
Albizia chinensis,AM
Arachis hypogaea,AM
Botrychium lunaria,AM
Botrychium virginianum,AM
Cajanus cajan,AM
Cotylanthera,AM
Eriostemon,AM
Conocephalum conicum,AM
Lolium temulentum,AM
Lunularia cruciata,AM
Ophioglossum vulgatum,AM
Paris quadrifolia,AM
Pellia epiphylla,AM
Piddingtonia,AM
Schismatoglottis,AM
Turpinia,AM
Acanthus ilicifolius,AM
Parmentiera cereifera,AM
Kandelia obovata,AM
Phragmites australis,AM
Parmentiera cereifera,AM
Kandelia obovata,AM
Stenotaphrum helferi,AM
Phragmites australis,AM
Derris trifoliata,AM
Parmentiera cereifera,AM
Kandelia obovata,AM
Phragmites australis,AM
Parmentiera cereifera,AM
Kandelia obovata,AM
Phragmites australis,AM
Aegilops speltoides,AM
Alyssum szovitsianum,non-mycorrhizal (checked for all types)
Anchusa humilis,AM
Artemisia scoparia,non-mycorrhizal (checked for all types)
Asphodelus aestivus,non-mycorrhizal (checked for all types)
Astragalus suberosus,AM
Brassica tournefortii,non-mycorrhizal (checked for all types)
Bromus psammophilus,non-mycorrhizal (checked for all types)
Bromus rigidus,AM
Bromus tectorum,AM
Cakile maritima,non-mycorrhizal (checked for all types)
Catapodium rigidum,AM
Chondrilla juncea,AM
Cionura erecta,non-mycorrhizal (checked for all types)
Crepis foetida,AM
Crepis foetida,non-mycorrhizal (checked for all types)
Crepis zacintha,AM
Cutandia memphitica,non-mycorrhizal (checked for all types)
Cynodon dactylon,non-mycorrhizal (checked for all types)
Cynanchum acutum,AM
Cyperus capitatus,non-mycorrhizal (checked for all types)
Echinops ritro,EcM
Echinops spinosissimus,non-mycorrhizal (checked for all types)
Echium angustifolium,AM
Erodium laciniatum,AM
Eryngium maritimum,non-mycorrhizal (checked for all types)
Euphorbia paralias,non-mycorrhizal (checked for all types)
Euphorbia terracina,AM
Ipomoea imperati,non-mycorrhizal (checked for all types)
Lonicera etrusca,non-mycorrhizal (checked for all types)
Medicago marina,non-mycorrhizal (checked for all types)
Medicago minima,AM
Medicago polymorpha,AM
Nerium oleander,non-mycorrhizal (checked for all types)
Ononis serrata,AM
Osyris alba,AM
Pancratium maritimum,non-mycorrhizal (checked for all types)
Paronychia argentea,EcM
Phleum subulatum,AM
Phragmites australis,AM
Polygonum equisetiforme,EcM
Prasium majus,AM
Rhamnus hirtella,EcM
Rubia tenuifolia,EcM
Rubus sanctus,AM
Saccharum ravennae,non-mycorrhizal (checked for all types)
Salvia viridis,AM
Scirpoides holoschoenus,non-mycorrhizal (checked for all types)
Senecio leucanthemifolius subvernalis,AM
Silene kotschyi,AM
Silene discolor,non-mycorrhizal (checked for all types)
Sporobolus virginicus,non-mycorrhizal (checked for all types)
Thymelaea hirsuta,non-mycorrhizal (checked for all types)
Medicago halophila,AM
Trigonella cephalotes,non-mycorrhizal (checked for all types)
Verbascum sinuatum,AM
Vitex agnus-castus,AM
Vitis vinifera,EcM
Vulpia fasciculata,AM
Aegilops speltoides,AM
Alyssum szovitsianum,non-mycorrhizal (checked for all types)
Anchusa humilis,AM
Artemisia scoparia,AM
Asphodelus aestivus,non-mycorrhizal (checked for all types)
Astragalus suberosus,AM
Brassica tournefortii,non-mycorrhizal (checked for all types)
Bromus psammophilus,AM
Bromus rigidus,AM
Bromus tectorum,AM
Cakile maritima,non-mycorrhizal (checked for all types)
Catapodium rigidum,AM
Chondrilla juncea,AM
Cionura erecta,AM
Crepis foetida,AM
Crepis foetida,AM
Crepis zacintha,AM
Cutandia memphitica,non-mycorrhizal (checked for all types)
Cynanchum acutum,AM
Cynodon dactylon,non-mycorrhizal (checked for all types)
Cyperus capitatus,non-mycorrhizal (checked for all types)
Echinops ritro,EcM
Echinops spinosissimus,AM
Echium angustifolium,AM
Erodium laciniatum,AM
Eryngium maritimum,AM
Euphorbia paralias,AM
Euphorbia terracina,AM
Helianthemum stipulatum,"EcM,AM"
Ipomoea imperati,non-mycorrhizal (checked for all types)
Lonicera etrusca,AM
Medicago marina,AM
Medicago minima,AM
Medicago polymorpha,AM
Myrtus communis,"EcM,AM"
Nerium oleander,AM
Ononis serrata,AM
Osyris alba,AM
Pancratium maritimum,non-mycorrhizal (checked for all types)
Paronychia argentea,EcM
Phleum subulatum,AM
Phragmites australis,AM
Pistacia terebinthus,"EcM,AM"
Polygonum equisetiforme,EcM
Prasium majus,AM
Rhamnus hirtella,EcM
Rubia tenuifolia,EcM
Rubus sanctus,AM
Saccharum ravennae,AM
Salvia viridis,AM
Scirpoides holoschoenus,non-mycorrhizal (checked for all types)
Senecio leucanthemifolius subvernalis,AM
Silene kotschyi,AM
Silene discolor,AM
Sporobolus virginicus,AM
Thymelaea hirsuta,AM
Apocynum venetum,"EcM,AM"
Trigonella cephalotes,AM
Medicago halophila,AM
Verbascum sinuatum,AM
Vitex agnus-castus,AM
Vitis vinifera,EcM
Vulpia fasciculata,AM
Xanthium strumarium,AM
Centaurea stoebe subaustralis,AM
Festuca idahoensis,AM
Elymus spicatus,AM
Aldina kunhardtiana,"EcM,AM"
Aldina kunhardtiana,"EcM,AM"
Aspidosperma spruceanum,AM
Aspidosperma spruceanum,AM
Calycophyllum obovatum,AM
Calycophyllum obovatum,AM
Caraipa longipedicellata,AM
Caraipa longipedicellata,AM
Catostemma commune,AM
Catostemma commune,AM
Clusia,AM
Clusia,AM
Clusia,AM
Coccoloba excelsa,"EcM,AM"
Coccoloba excelsa,"EcM,AM"
Cybianthus densiflorus,AM
Duguetia dimorphopetala,AM
Eperua leucantha,AM
Eperua leucantha,AM
Eschweilera,AM
Guapira sancarlosiana,"EcM,AM"
Guapira sancarlosiana,"EcM,AM"
Heteropterys,AM
Heteropterys,AM
Hevea,AM
Mabea caudata,AM
Macairea rufescens,AM
Macairea rufescens,AM
Macrolobium,AM
Macrolobium,AM
Macrolobium,AM
Macrolobium,AM
Manilkara,AM
Manilkara,AM
Micrandra sprucei,AM
Micrandra sprucei,AM
Myrcia,AM
Myrcia,AM
Neea obovata,"EcM,AM"
Neea obovata,"EcM,AM"
Neea robusta,"EcM,AM"
Neea robusta,"EcM,AM"
Neocouma ternstroemiacea,AM
Ouratea,"EcM,AM"
Protium carolense,AM
Protium carolense,AM
Remijia morilloi,AM
Remijia morilloi,AM
Retiniphyllum truncatum,AM
Retiniphyllum truncatum,AM
Pachira sordida,AM
Pachira humilis,AM
Pachira humilis,AM
Pachira sordida,AM
Schefflera spruceana,AM
Siparuna,AM
Siparuna,AM
Swartzia,AM
Tapirira guianensis,AM
Ternstroemia,AM
Tococa hirta,AM
Tococa macrophysca,AM
Poa cusickii,AM
Abies lasiocarpa,EcM
Abies lasiocarpa,EcM
Abies lasiocarpa,EcM
Betula nana,EcM
Fagus sylvatica,EcM
Larix lyallii,EcM
Picea engelmannii,EcM
Bistorta bistortoides,EcM
Potentilla flabellifolia,EcM
Salix commutata,EcM
Salix commutata,EcM
Salix,EcM
Salix,EcM
Salix nivalis,EcM
Salix phylicifolia,EcM
Salix phylicifolia,EcM
Salix phylicifolia,EcM
Salix phylicifolia,EcM
Salix phylicifolia,EcM
Senecio fremontii,EcM
Sorbus sitchensis,EcM
Tsuga mertensiana,EcM
Tsuga mertensiana,EcM
Eriobotrya japonica,AM
Crataegus hupehensis,AM
Prunus persica,"EcM,AM"
Prunus pseudocerasus,AM
Prunus salicina,AM
Prunus mume,AM
Prunus padus,AM
Prunus davidiana,AM
Prunus armeniaca,AM
Malus pumila,AM
Pyrus ussuriensis,"EcM,AM"
Rubus coreanus,AM
Chaenomeles sinensis,AM
Albizia julibrissin,"EcM,AM"
Cornus officinalis,AM
Morus alba,AM
Broussonetia papyrifera,"EcM,AM"
Quercus glauca,"EcM,AM"
Castanea henryi,"EcM,AM"
Castanea mollissima,EcM
Castanea seguinii,EcM
Quercus variabilis,EcM
Quercus aliena,EcM
Platycarya strobilacea,EcM
Juglans mandshurica,"EcM,AM"
Juglans regia,AM
Eucommia ulmoides,AM
Vernicia fordii,AM
Triadica sebifera,AM
Camellia sinensis,AM
Camellia oleifera,AM
Punica granatum,AM
Ziziphus jujuba,AM
Ziziphus jujuba var. spinosa,AM
Vitis vinifera,AM
Vitis amurensis,AM
Citrus sinensis,AM
Citrus reticulata,AM
Citrus trifoliata,AM
Zanthoxylum bungeanum,AM
Ailanthus altissima,"EcM,AM"
Toona sinensis,AM
Toxicodendron vernicifluum,AM
Rhus chinensis,"EcM,AM"
Rhus punjabensis var. sinica,AM
Pistacia chinensis,AM
Ligustrum lucidum,AM
Forsythia suspensa,AM
Osmanthus fragrans,AM
Trachycarpus fortunei,AM
Lonicera japonica,AM
Lonicera maackii,AM
Schisandra chinensis,AM
Coriaria nepalensis,AM
Actinidia chinensis,AM
Idesia polycarpa var. vestita,AM
Akebia trifoliata,AM
Gleditsia sinensis,AM
Celastrus angulatus,AM
Hibiscus syriacus,AM
Yulania multiflora,AM
Robinia pseudoacacia,AM
Abies firma,EcM
Cedrus deodara,EcM
Larix kaempferi,EcM
Larix gmelinii var. olgensis,EcM
Picea asperata,EcM
Pinus banksiana,EcM
Pinus elliottii,EcM
Pinus massoniana,EcM
Pinus serotina,EcM
Pinus taeda,EcM
Pinus taiwanensis,EcM
Pinus thunbergii,EcM
Pseudolarix amabilis,EcM
Juniperus chinensis,EcM
Populus adenopoda,EcM
Populus x canadensis,EcM
Populus,EcM
Salix babylonica,EcM
Carya illinoinensis,EcM
Platycarya strobilacea,EcM
Pterocarya stenoptera,EcM
Betula luminifera,EcM
Carpinus viminea,EcM
Ostrya rehderiana,EcM
Castanea mollissima,EcM
Castanopsis sclerophylla,EcM
Castanopsis eyrei,EcM
Castanopsis kawakamii,EcM
Fagus longipetiolata,EcM
Lithocarpus glaber,EcM
Quercus acutissima,EcM
Quercus fabrei,EcM
Celtis sinensis,EcM
Ulmus parvifolia,EcM
Ulmus pumila,EcM
Zelkova schneideriana,EcM
Liquidambar formosana,EcM
Loropetalum chinense,EcM
Hovenia acerba,EcM
Eucalyptus robusta,EcM
Cycas revoluta,AM
Ginkgo biloba,AM
Cryptomeria japonica,AM
Cryptomeria japonica,AM
Cunninghamia lanceolata,AM
Metasequoia glyptostroboides,AM
Taxodium distichum var. imbricatum,AM
Araucaria bidwillii,AM
Calocedrus macrolepis,AM
Chamaecyparis obtusa,AM
Chamaecyparis pisifera,AM
Chamaecyparis obtusa,AM
Fokienia hodginsii,AM
Juniperus formosana,AM
Platycladus orientalis,AM
Juniperus chinensis,AM
Thujopsis dolabrata,AM
Cephalotaxus fortunei,AM
Cephalotaxus sinensis,AM
Cyclocarya paliurus,AM
Morus alba,AM
Liriodendron chinense,AM
Liriodendron tulipifera,AM
Magnolia denudata,AM
Magnolia grandiflora,AM
Magnolia officinalis,AM
Magnolia fordiana,AM
Cinnamomum camphora,AM
Litsea cubeba,AM
Phoebe zhennan,AM
Sassafras tzumu,AM
Eucommia ulmoides,AM
Photinia glabra,AM
Prunus persica,AM
Pyrus pyrifolia,AM
Pyrus betulifolia,AM
Citrus trifoliata,AM
Ailanthus altissima,AM
Canarium album,AM
Melia azedarach,AM
Swietenia mahagoni,AM
Vernicia fordii,AM
Vernicia montana,AM
Aleurites moluccanus,AM
Bischofia polycarpa,AM
Triadica sebifera,AM
Ilex chinensis,AM
Euonymus fortunei,AM
Acer oliverianum,AM
Firmiana simplex,AM
Camellia chekiangoleosa,AM
Anneslea fragrans,AM
Camellia oleifera,AM
Camellia sinensis,AM
Camellia grijsii,AM
Schima superba,AM
Camptotheca acuminata,AM
Nyssa sinensis,AM
Cornus macrophylla,AM
Diospyros cathayensis,AM
Diospyros oleifera,AM
Olea europaea,AM
Paulownia fortunei,AM
Breonia chinensis,AM
Bambusa multiplex,AM
Bambusa textilis,AM
Semiarundinaria densiflora,AM
Phyllostachys arcana,AM
Phyllostachys arcana,AM
Phyllostachys aurea,AM
Phyllostachys bambusoides,AM
Phyllostachys aureosulcata,AM
Phyllostachys flexuosa,AM
Phyllostachys viridiglaucescens,AM
Phyllostachys glauca,AM
Phyllostachys glauca,AM
Phyllostachys nidularia,AM
Phyllostachys nigra,AM
Phyllostachys nuda,AM
Phyllostachys edulis,AM
Bambusa rutila,AM
Phyllostachys sulphurea,AM
Pseudosasa amabilis,AM
Bambusa emeiensis,AM
Rubus idaeus,AM
Lonicera caerulea,AM
Vaccinium vitis-idaea,AM
Elaeagnus rhamnoides,AM
Myrica rubra,AM
Actinidia arguta,AM
Crataegus pinnatifida,AM
Prunus sibirica,AM
Berberis heteropoda,AM
Vitis amurensis,AM
Pyrus trilocularis,AM
Eucalyptus accedens,EcM
Eucalyptus alba,EcM
Eucalyptus andrewsii,EcM
Eucalyptus annulata,EcM
Eucalyptus argophloia,EcM
Eucalyptus astringens,EcM
Eucalyptus baileyana,EcM
Eucalyptus behriana,EcM
Eucalyptus bicolor,EcM
Eucalyptus globulus subbicostata,EcM
Eucalyptus blakelyi,EcM
Eucalyptus botryoides,EcM
Eucalyptus brachycalyx,EcM
Eucalyptus caliginosa,EcM
Eucalyptus camaldulensis,EcM
Eucalyptus camphora,EcM
Eucalyptus macrorhyncha subcannonii,EcM
Eucalyptus carnea,EcM
Eucalyptus cephalocarpa,EcM
Eucalyptus cinerea,EcM
Corymbia citriodora,EcM
Eucalyptus cladocalyx,EcM
Eucalyptus cloeziana,EcM
Eucalyptus cneorifolia,EcM
Eucalyptus coccifera,EcM
Eucalyptus cordata,EcM
Eucalyptus x cordieri,EcM
Eucalyptus cosmophylla,EcM
Eucalyptus dalrympleana,EcM
Eucalyptus dealbata,EcM
Eucalyptus decipiens,EcM
Eucalyptus deglupta,EcM
Eucalyptus desmondensis,EcM
Eucalyptus diversicolor,EcM
Eucalyptus diversifolia,EcM
Eucalyptus dives,EcM
Eucalyptus,EcM
Eucalyptus dundasii,EcM
Eucalyptus dunnii,EcM
Eucalyptus goniocalyx,EcM
Eucalyptus eremophila,EcM
Eucalyptus x erythrandra,EcM
Eucalyptus falcata,EcM
Eucalyptus fastigata,EcM
Eucalyptus fraxinoides,EcM
Eucalyptus gardneri,EcM
Eucalyptus globulus,EcM
Eucalyptus gillii,EcM
Eucalyptus glaucescens,EcM
Eucalyptus globulus,EcM
Eucalyptus globulus var. compacta,EcM
Eucalyptus gomphocephala,EcM
Eucalyptus goniocalyx,EcM
Eucalyptus grandis,EcM
Eucalyptus griffithsii,EcM
Eucalyptus grossa,EcM
Eucalyptus guilfoylei,EcM
Eucalyptus gunnii,EcM
Eucalyptus haemastoma,EcM
Eucalyptus viminalis,EcM
Corymbia intermedia,EcM
Eucalyptus intertexta,EcM
Eucalyptus jacksonii,EcM
Eucalyptus kitsoniana,EcM
Eucalyptus kondininensis,EcM
Eucalyptus kybeanensis,EcM
Eucalyptus laevopinea,EcM
Eucalyptus lehmannii,EcM
Eucalyptus leptophleba,EcM
Eucalyptus leucoxylon,EcM
Eucalyptus longicornis,EcM
Eucalyptus longifolia,EcM
Eucalyptus loxophleba,EcM
Eucalyptus macarthurii,EcM
Eucalyptus macrorhyncha,EcM
Corymbia maculata,EcM
Eucalyptus mannifera submaculosa,EcM
Eucalyptus globulus submaidenii,EcM
Eucalyptus marginata,EcM
Eucalyptus megacarpa,EcM
Eucalyptus melliodora,EcM
Eucalyptus microcarpa,EcM
Eucalyptus microcorys,EcM
Eucalyptus mitchelliana,EcM
Eucalyptus morrisii,EcM
Eucalyptus nicholii,EcM
Eucalyptus pauciflora subniphophila,EcM
Eucalyptus nitens,EcM
Eucalyptus nobilis,EcM
Eucalyptus obliqua,EcM
Eucalyptus occidentalis,EcM
Eucalyptus concinna,EcM
Eucalyptus odorata,EcM
Eucalyptus oleosa,EcM
Eucalyptus orbifolia,EcM
Eucalyptus ovata,EcM
Eucalyptus x oxypoma,EcM
Eucalyptus paniculata,EcM
Corymbia papuana,EcM
Eucalyptus parramattensis,EcM
Eucalyptus parvula,EcM
Eucalyptus patens,EcM
Eucalyptus pauciflora,EcM
Eucalyptus pellita,EcM
Eucalyptus globulus,EcM
Eucalyptus perriniana,EcM
Eucalyptus pilularis,EcM
Eucalyptus piperita,EcM
Eucalyptus platypus,EcM
Eucalyptus polyanthemos,EcM
Corymbia polycarpa,EcM
Eucalyptus pulverulenta,EcM
Eucalyptus quadrangulata,EcM
Eucalyptus radiata,EcM
Eucalyptus regnans,EcM
Eucalyptus resinifera,EcM
Eucalyptus risdonii,EcM
Eucalyptus x rivularis,EcM
Eucalyptus robertsonii,EcM
Eucalyptus robusta,EcM
Eucalyptus racemosa subrossii,EcM
Eucalyptus rubida,EcM
Eucalyptus rudis,EcM
Eucalyptus amygdalina,EcM
Eucalyptus saligna,EcM
Eucalyptus sargentii,EcM
Eucalyptus salubris,EcM
Eucalyptus piperita,EcM
Eucalyptus seeana,EcM
Eucalyptus seeana,EcM
Eucalyptus sideroxylon,EcM
Eucalyptus sieberi,EcM
Eucalyptus smithii,EcM
Eucalyptus oblonga,EcM
Eucalyptus spathulata,EcM
Eucalyptus squamosa,EcM
Eucalyptus stellulata,EcM
Eucalyptus ovata,EcM
Eucalyptus subcrenulata,EcM
Eucalyptus tenuipes,EcM
Corymbia tessellaris,EcM
Eucalyptus todtiana,EcM
Corymbia trachyphloia,EcM
Eucalyptus transcontinentalis,EcM
Eucalyptus capitellata,EcM
Eucalyptus triflora,EcM
Eucalyptus tereticornis,EcM
Eucalyptus urnigera,EcM
Eucalyptus viminalis,EcM
Eucalyptus wandoo,EcM
Corymbia watsoniana,EcM
Eucalyptus websteriana,EcM
Eucalyptus eugenioides,EcM
Eucalyptus globoidea,EcM
Boerhavia spicata,AM
Bouteloua aristidoides,AM
Chondrosum barbatum,AM
Chondrosum eriopodum,AM
Ephedra trifurca,AM
Euphorbia serrula,AM
Flourensia cernua,AM
Larrea tridentata,AM
Muhlenbergia porteri,AM
Pectis angustifolia,AM
Portulaca oleracea,AM
Portulaca halimoides,AM
Prosopis glandulosa,AM
Tidestromia lanuginosa,AM
Gutierrezia microcephala,AM
Yucca elata,AM
Zinnia acerosa,AM
Acer rubrum,AM
Poa nemoralis,AM
Alisma triviale,AM
Allium canadense,AM
Alnus serrulata,AM
Asclepias incarnata,AM
Aster,AM
Bidens frondosa,AM
Bidens tripartita,AM
Caltha palustris,AM
Carex flava,AM
Carex lurida,AM
Carex nigra,AM
Carex scoparia,non-AM
Carex,AM
Carex stipata,AM
Carex stricta,non-AM
Carex tribuloides,AM
Carex vulpinoidea,AM
Cephalanthus occidentalis,AM
Cinna arundinacea,AM
Collinsonia canadensis,AM
Cornus amomum,AM
Cyperus,AM
Drosera rotundifolia,AM
Thelypteris confluens,AM
Dulichium arundinaceum,AM
Echinochloa crusgalli,AM
Eleocharis ovata,AM
Eleocharis,AM
Epilobium coloratum,AM
Eupatorium maculatum,AM
Eupatorium perfoliatum,AM
Festuca,AM
Galium,AM
Geranium maculatum,AM
Geum virginianum,AM
Ilex verticillata,AM
Impatiens capensis,AM
Juncus canadensis,AM
Juncus effusus,AM
Juncus gerardii,non-AM
Juncus nodosus,non-AM
Juncus,AM
Juncus tenuis,non-AM
Kalmia latifolia,AM
Lactuca hirsuta,AM
Leersia oryzoides,non-AM
Lindera benzoin,AM
Lobelia cardinalis,AM
Lolium perenne,AM
Lotus corniculatus,AM
Ludwigia palustris,AM
Lyonia ligustrina,non-AM
Lysimachia terrestris,AM
Lythrum salicaria,AM
Mimulus ringens,AM
Onoclea sensibilis,AM
Osmundastrum cinnamomeum,AM
Peltandra virginica,non-AM
Phalaris arundinacea,AM
Phragmites australis,AM
Polygonum posumbu,AM
Persicaria amphibia,AM
Persicaria punctata,non-AM
Polygonum,non-AM
Pontederia cordata,AM
Populus deltoides,AM
Proserpinaca palustris,AM
Pycnanthemum tenuifolium,AM
Pycnanthemum virginianum,AM
Aronia arbutifolia,AM
Rorippa islandica,AM
Rosa,non-AM
Rumex altissimus,AM
Sagittaria,AM
Salix nigra,AM
Schizachyrium scoparium,AM
Scirpus atrovirens,AM
Scirpus cyperinus,AM
Bolboschoenus fluviatilis,AM
Bolboschoenus robustus,AM
Scirpus,AM
Solidago gigantea,AM
Euthamia graminifolia,AM
Sparganium,AM
Spiraea alba,AM
Spiraea tomentosa,AM
Symplocarpus foetidus,AM
Trifolium pratense,AM
Trifolium repens,AM
Typha latifolia,AM
Veratrum viride,AM
Verbena hastata,AM
Vernonia noveboracensis,AM
Viburnum acerifolium,AM
Viburnum lentago,AM
Viburnum recognitum,AM
Vicia villosa,AM
Viola,AM
Vitis labrusca,AM
Zizania aquatica,AM
Acer saccharum,AM
Adiantum cunninghamii,AM
Adiantum diaphanum,AM
Adiantum fulvum,AM
Adiantum hispidulum,AM
Anarthropteris lanceolata,AM
Arthropteris tenella,AM
Asplenium anomodum,AM
Asplenium bulbiferum,AM
Asplenium polyodon,AM
Asplenium flabellifolium,AM
Asplenium flaccidum,AM
Asplenium hookerianum,AM
Asplenium lucidum,AM
Asplenium obtusatum,AM
Asplenium richardii,AM
Asplenium trichomanes,AM
Blechnum banksii,AM
Blechnum capense,AM
Blechnum discolor,AM
Blechnum filiforme,AM
Blechnum fluviatile,AM
Blechnum lanceola,AM
Blechnum membranaceum,AM
Blechnum minus,AM
Blechnum nigrum,AM
Blechnum patersonii,AM
Blechnum penna-marina,AM
Blechnum vulcanicum,AM
Cheilanthes distans,AM
Cheilanthes sieberi,AM
Cyathea colensoi,AM
Cyathea dealbata,AM
Cyathea medullaris,AM
Cyathea smithii,AM
Cystopteris fragilis,AM
Dicksonia squarrosa,AM
Gleichenia circinnata,AM
Gleichenia cunninghamii,AM
Gleichenia microphylla,AM
Grammitis billardieri,AM
Grammitis crassa,AM
Grammitis heterophylla,AM
Cochlidium pumilum,AM
Histiopteris incisa,AM
Hymenophyllum atrovirens,AM
Hymenophyllum bivalve,AM
Hymenophyllum demissum,AM
Hymenophyllum dilatatum,AM
Hymenophyllum poolii,AM
Hymenophyllum flabellatum,AM
Hymenophyllum flexuosum,AM
Hymenophyllum malingii,AM
Hymenophyllum minimum,non-mycorrhizal (checked for all types)
Hymenophyllum multifidum,AM
Hymenophyllum peltatum,AM
Hymenophyllum pulcherrimum,AM
Hymenophyllum darwinii,AM
Hymenophyllum revolutum,AM
